koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_teq,koi_insol,koi_dor,koi_model_snr,koi_steff,koi_slogg,koi_srad
CONFIRMED,14.496451860,0.9700,4.01600,6.4750e+02,0.033377,0.08590,3.01,0.1074,613.0,33.48,9.850000,25.70,5015.00,4.499,0.8260
CONFIRMED,6.546261490,0.6440,2.75000,6.5590e+02,0.024555,1.35056,2.19,0.0668,810.0,101.78,14.520000,24.80,5251.00,4.581,0.8170
CONFIRMED,12.718098660,0.4270,3.09570,1.1494e+03,0.030871,2.98907,2.31,0.0934,562.0,23.60,29.500000,52.70,4702.00,4.592,0.6860
CONFIRMED,36.065881630,0.2600,4.32460,1.5638e+03,0.035281,3.78452,2.64,0.1871,397.0,5.88,63.840000,51.70,4702.00,4.592,0.6860
CONFIRMED,4.190425659,0.4580,2.85890,2.8774e+03,0.050076,1.28404,6.21,0.0535,1234.0,547.90,10.600000,240.60,6073.00,4.392,1.1350
CONFIRMED,3.709870784,0.0230,3.06940,2.0203e+03,0.040686,1.22579,4.35,0.0471,1151.0,415.10,9.625500,116.10,5727.00,4.463,0.9780
CONFIRMED,16.329752700,0.7910,6.27100,1.1875e+03,0.034822,0.16717,3.75,0.1255,727.0,66.08,13.310000,74.60,5878.00,4.444,0.9870
CONFIRMED,27.807566216,0.7820,4.21587,2.5391e+04,0.161479,1.98053,13.84,0.1711,554.0,22.24,43.260000,748.10,5862.00,4.584,0.7850
CONFIRMED,80.872346900,0.5270,11.19500,3.6046e+03,0.056129,0.37264,7.59,0.3577,452.0,9.88,50.500000,160.90,5510.00,4.222,1.2380
FALSE POSITIVE,3.166465862,1.2660,2.93810,4.3572e+03,0.348902,0.12553,26.82,0.0371,954.0,196.31,4.050000,122.10,4968.00,4.575,0.7040
CONFIRMED,24.993243190,0.6860,5.94090,2.6960e+02,0.015956,0.42385,2.29,0.1651,712.0,60.88,24.100000,62.00,5718.00,4.181,1.3170
CONFIRMED,10.355331160,0.0290,3.17750,7.5060e+02,0.024674,2.92779,2.47,0.0895,777.0,86.22,25.510000,49.20,5501.00,4.462,0.9180
CONFIRMED,16.085189370,0.8670,3.98400,1.4424e+03,0.040767,0.41177,3.68,0.1173,613.0,33.43,17.790000,62.60,5239.00,4.523,0.8260
CANDIDATE,235.998639900,0.7780,8.22840,2.0715e+04,0.147560,2.14449,10.59,0.6534,188.0,0.29,184.830000,271.80,4245.00,4.627,0.6570
CONFIRMED,7.490183050,0.0200,2.72970,1.1236e+03,0.029843,3.39410,2.56,0.0703,753.0,76.06,21.590000,53.00,5103.00,4.562,0.7870
CONFIRMED,36.276123800,0.0350,4.78650,1.5726e+03,0.035273,3.09103,3.03,0.2012,445.0,9.29,59.910000,45.50,5103.00,4.562,0.7870
CONFIRMED,17.460879310,0.5940,2.26410,8.1240e+02,0.026969,7.45729,2.32,0.1236,568.0,24.60,49.300000,22.60,5103.00,4.562,0.7870
CONFIRMED,56.056075400,0.0180,4.68500,1.6260e+03,0.036134,5.11354,1.94,0.2280,233.0,0.69,94.700000,27.40,3593.00,4.757,0.4910
CONFIRMED,41.408316686,0.3770,5.02640,2.2839e+04,0.139516,3.42177,11.38,0.2162,453.0,9.93,67.690000,907.80,5522.00,4.586,0.7470
CANDIDATE,39.748930770,0.8810,7.30510,1.5179e+04,0.134949,0.31474,14.21,0.2311,552.0,21.87,29.734000,561.10,6122.00,4.487,0.9640
CONFIRMED,5.715425977,0.3480,2.52420,9.0810e+02,0.027348,2.71439,2.47,0.0611,850.0,123.03,16.740000,59.40,5237.00,4.572,0.8260
CONFIRMED,49.183941850,0.0350,11.33640,1.6462e+03,0.036501,0.31666,8.20,0.2829,669.0,47.40,34.340000,355.70,5626.00,3.907,2.0570
CONFIRMED,20.026141200,0.9570,1.61100,4.2120e+02,0.025305,2.00738,2.28,0.1409,559.0,23.14,34.900000,10.70,5237.00,4.572,0.8260
CANDIDATE,13.610148190,1.0810,2.59400,5.7329e+03,0.192842,0.84633,19.02,0.1061,733.0,68.29,20.240000,184.10,5697.00,4.460,0.9030
FALSE POSITIVE,10.443319910,0.2300,2.74300,1.1598e+03,0.030416,4.32663,2.66,0.0857,667.0,46.94,29.220000,51.70,4947.00,4.516,0.8020
CONFIRMED,2.237489571,0.1280,1.81190,3.1580e+02,0.015942,3.26761,1.41,0.0325,1160.0,427.17,9.527000,30.70,5265.00,4.580,0.8100
FALSE POSITIVE,5.851520671,0.2110,3.11058,3.3004e+04,0.166109,2.48066,14.62,0.0591,901.0,155.89,16.497000,1630.40,5532.00,4.530,0.8060
CONFIRMED,3.167893418,0.0260,2.18140,7.8120e+02,0.025513,2.78453,2.62,0.0426,1221.0,526.23,11.389000,64.80,5895.00,4.503,0.9400
CONFIRMED,4.311780262,0.1960,2.72510,1.1540e+03,0.030716,1.86883,3.11,0.0511,1038.0,274.84,12.250000,86.10,5527.00,4.484,0.9270
CONFIRMED,20.050449400,0.3830,4.55600,8.4090e+02,0.026569,1.54536,2.69,0.1423,622.0,35.44,32.000000,37.80,5527.00,4.484,0.9270
CONFIRMED,9.767345030,0.9000,1.65850,5.6910e+02,0.026407,2.17446,2.67,0.0881,791.0,92.46,22.200000,21.10,5527.00,4.484,0.9270
CANDIDATE,119.020704400,0.0760,8.14050,7.4305e+03,0.077431,2.31024,8.98,0.4582,366.0,4.25,120.050000,223.50,5453.00,4.342,1.0620
CONFIRMED,190.320046800,0.8120,15.28400,1.1417e+03,0.034654,0.11866,7.78,0.6972,426.0,7.80,61.000000,139.30,5626.00,3.907,2.0570
FALSE POSITIVE,2.861159894,0.9650,1.88320,1.0143e+03,0.039171,0.22208,4.37,0.0406,1355.0,797.10,4.580000,58.30,6126.00,4.458,1.0210
CONFIRMED,26.444393370,0.0300,3.97830,1.8435e+03,0.038511,3.96328,3.91,0.1687,562.0,23.54,52.720000,88.00,5427.00,4.463,0.9290
CONFIRMED,51.539979720,0.1830,6.39940,3.6443e+03,0.054350,1.85679,5.51,0.2632,450.0,9.67,63.880000,155.50,5427.00,4.463,0.9290
CONFIRMED,5.902245782,0.2090,2.90030,7.0230e+02,0.023909,2.05923,2.43,0.0621,926.0,173.74,15.590000,59.30,5427.00,4.463,0.9290
CONFIRMED,2.382951591,0.4790,1.88760,3.9160e+02,0.018369,2.19197,1.86,0.0339,1253.0,583.01,8.700000,41.40,5427.00,4.463,0.9290
CONFIRMED,21.022506080,0.0360,4.10720,1.7725e+03,0.037466,2.85327,3.07,0.1378,521.0,17.48,40.546000,62.40,5067.00,4.585,0.7500
CONFIRMED,3.219814777,0.0600,2.06420,4.8820e+02,0.019702,3.26825,1.69,0.0400,998.0,234.93,12.140000,30.50,5103.00,4.562,0.7870
CONFIRMED,5.912273234,0.1700,2.32540,9.6140e+02,0.027826,4.13623,1.73,0.0537,585.0,27.72,19.700000,62.80,4072.00,4.696,0.5700
CONFIRMED,8.985819010,0.0080,2.86060,8.8130e+02,0.026527,3.50489,1.65,0.0709,509.0,15.90,24.640000,51.80,4072.00,4.696,0.5700
CANDIDATE,12.940668656,0.8970,2.48450,4.2450e+04,0.259639,4.93266,22.94,0.1039,723.0,64.64,35.210000,307.50,5875.00,4.572,0.8090
FALSE POSITIVE,20.545237500,0.9500,2.51700,2.1850e+02,0.017424,0.52476,2.41,0.1437,742.0,71.57,22.700000,18.50,5670.00,4.206,1.2640
CONFIRMED,33.601233710,0.6700,4.40560,7.4259e+03,0.083298,2.04292,8.46,0.1956,495.0,14.22,49.600000,247.90,5149.00,4.447,0.9300
CONFIRMED,6.766529280,0.4290,2.90040,4.5070e+02,0.019382,1.85399,1.97,0.0672,845.0,120.48,16.490000,29.20,5149.00,4.447,0.9300
CONFIRMED,4.347288783,0.0250,2.10240,4.5160e+02,0.019273,4.18264,2.36,0.0524,1174.0,449.79,16.107000,39.70,5754.00,4.345,1.1220
CONFIRMED,4.601811819,0.5670,2.26070,7.5590e+02,0.025790,2.10900,2.35,0.0501,896.0,152.91,13.320000,60.80,4986.00,4.496,0.8330
CONFIRMED,11.187199050,0.3870,3.25200,3.5360e+02,0.017042,2.28406,1.55,0.0907,667.0,46.65,24.720000,21.90,4986.00,4.496,0.8330
CONFIRMED,4.220965778,0.7050,3.08540,2.2600e+03,0.046401,0.57020,2.62,0.0418,595.0,29.68,8.130000,157.80,3837.00,4.747,0.5170
FALSE POSITIVE,6.998099523,7.3610,2.04880,2.0285e+04,6.502574,22.19119,588.66,0.0698,853.0,125.22,38.600000,192.30,5612.00,4.566,0.8290
CONFIRMED,5.954899930,0.3270,2.38920,1.4107e+03,0.033728,3.48052,2.33,0.0554,635.0,38.52,18.690000,87.20,4261.00,4.641,0.6330
CONFIRMED,12.039874880,0.2860,2.73630,1.2506e+03,0.031605,4.82896,2.18,0.0886,502.0,15.06,33.320000,57.60,4261.00,4.641,0.6330
CONFIRMED,20.837628950,0.7060,2.37340,4.3900e+02,0.020532,5.25789,1.42,0.1278,418.0,7.24,49.400000,14.90,4261.00,4.641,0.6330
FALSE POSITIVE,8.811102200,1.2230,5.06830,4.0110e+02,0.242511,0.00762,63.66,0.0919,1399.0,904.92,3.150000,76.80,6200.00,3.800,2.4040
CONFIRMED,23.589171430,0.9260,5.07300,1.2007e+03,0.040151,0.16337,3.16,0.1429,487.0,13.34,16.880000,53.30,4919.00,4.566,0.7210
CONFIRMED,6.481633073,0.8330,3.78400,2.9850e+02,0.017836,0.20633,2.54,0.0683,1145.0,406.25,7.710000,125.60,5945.00,4.213,1.3020
CONFIRMED,10.371689280,0.5370,3.03500,1.2549e+03,0.033023,2.15323,3.20,0.0873,720.0,63.68,23.000000,64.50,5121.00,4.457,0.8880
CONFIRMED,3.969962980,0.8360,1.17570,2.9920e+02,0.018305,4.07984,1.78,0.0460,992.0,229.37,15.040000,15.00,5121.00,4.457,0.8880
CONFIRMED,4.408413310,0.8990,5.01200,5.4940e+02,0.025379,0.03994,2.66,0.0520,1139.0,398.00,3.450000,45.10,6007.00,4.457,0.9610
FALSE POSITIVE,7.942617600,0.9420,6.70300,1.5907e+03,0.046289,0.02282,4.68,0.0789,878.0,140.57,4.238000,60.40,5811.00,4.521,0.9260
CONFIRMED,226.890477500,0.7310,7.55800,3.1364e+03,0.055361,1.95932,4.53,0.6732,236.0,0.73,174.700000,46.80,5067.00,4.585,0.7500
FALSE POSITIVE,1.956811408,1.0910,2.19580,2.4905e+04,0.327759,0.72779,21.58,0.0259,1109.0,357.16,5.280000,125.40,5209.00,4.657,0.6030
CANDIDATE,2.688899233,0.0010,2.11275,3.7492e+04,0.172543,3.89722,12.04,0.0335,929.0,175.76,11.420400,1011.60,4820.00,4.667,0.6390
CONFIRMED,9.439459486,0.0490,2.89790,3.0361e+03,0.048953,3.76657,4.16,0.0837,686.0,52.32,26.081000,175.20,5097.00,4.597,0.7790
CONFIRMED,11.523067458,0.0000,3.87570,5.0730e+02,0.020288,1.77474,3.13,0.1017,927.0,174.81,23.181000,142.00,5644.00,4.162,1.4110
CONFIRMED,20.477488430,0.4970,2.83640,1.3824e+03,0.034376,5.64738,2.92,0.1402,530.0,18.65,50.000000,52.70,5097.00,4.597,0.7790
CONFIRMED,3.336123113,0.2520,1.96160,5.1630e+02,0.020396,3.61764,1.74,0.0418,970.0,209.79,12.860000,41.60,5097.00,4.597,0.7790
CONFIRMED,8.010784560,0.1920,2.31200,1.3336e+03,0.033470,5.73059,1.72,0.0616,453.0,9.90,26.890000,48.50,3713.00,4.779,0.4700
CONFIRMED,12.071342050,0.0140,4.32240,7.5920e+02,0.025158,1.35939,1.29,0.0809,395.0,5.74,21.878000,31.00,3713.00,4.779,0.4700
CONFIRMED,20.995878720,0.2280,2.63330,7.6730e+02,0.025412,9.69398,1.30,0.1170,328.0,2.74,60.900000,18.20,3713.00,4.779,0.4700
CONFIRMED,7.411131770,0.7120,2.52420,6.2050e+02,0.024438,1.56072,2.45,0.0748,905.0,158.11,16.550000,50.40,5849.00,4.517,0.9190
FALSE POSITIVE,1.000747038,0.9080,0.99670,1.8235e+03,0.047993,1.32454,4.14,0.0175,1620.0,1635.20,4.120000,147.40,5472.00,4.499,0.7900
CONFIRMED,8.884922995,0.0690,2.07004,1.6053e+04,0.114124,11.62061,10.51,0.0786,770.0,83.21,36.466000,388.20,5332.00,4.500,0.8430
CONFIRMED,8.098889060,0.0180,4.20241,6.9111e+03,0.076211,1.14941,8.95,0.0832,986.0,223.19,15.854600,435.90,6214.00,4.442,1.0760
CONFIRMED,10.006530120,0.8620,5.34400,9.3610e+02,0.032174,0.10290,3.52,0.0933,876.0,139.21,8.170000,71.90,6063.00,4.470,1.0010
CONFIRMED,17.855221681,0.0750,7.41287,9.0652e+03,0.088150,0.47367,13.16,0.1491,911.0,163.04,19.986000,915.70,6823.00,4.308,1.3670
CANDIDATE,12.732624065,0.8110,2.20830,6.4657e+03,0.082519,3.68779,4.87,0.0881,432.0,8.22,31.620000,210.50,3950.00,4.721,0.5410
CANDIDATE,83.924940320,0.6580,6.79040,7.9587e+03,0.086015,1.45972,4.78,0.3031,226.0,0.62,81.600000,182.10,3960.00,4.746,0.5090
CONFIRMED,5.007316661,0.3440,4.23620,6.9323e+03,0.077106,0.59565,6.96,0.0556,998.0,234.28,9.240000,431.40,5865.00,4.563,0.8270
CONFIRMED,2.211116989,0.6900,1.64850,7.2420e+02,0.026289,1.85398,1.85,0.0294,931.0,177.19,7.830000,42.60,4500.00,4.656,0.6460
CONFIRMED,27.954133700,0.0630,3.95000,9.4250e+02,0.026973,4.12204,1.90,0.1593,400.0,6.04,55.430000,25.40,4500.00,4.656,0.6460
CONFIRMED,12.691043870,0.0080,3.77270,2.5210e+02,0.014487,2.08259,2.57,0.1072,1008.0,244.30,26.076000,60.20,5869.00,4.024,1.6260
FALSE POSITIVE,4.409409243,0.0280,3.86360,1.2861e+04,0.102870,0.86990,10.95,0.0491,1101.0,347.06,9.633700,85.80,5600.00,4.368,0.9750
CONFIRMED,16.239470960,0.0430,4.03740,2.5907e+03,0.045252,2.37192,4.14,0.1229,598.0,30.14,32.100000,123.80,5191.00,4.564,0.8370
CONFIRMED,6.308201629,0.0300,2.97850,1.3285e+03,0.032418,2.21701,2.96,0.0654,819.0,106.44,16.707000,86.20,5191.00,4.564,0.8370
CONFIRMED,2.052349884,0.4370,2.07780,1.4281e+04,0.111230,2.08526,13.12,0.0322,1497.0,1183.18,7.743000,1072.10,5855.00,4.393,1.0800
CONFIRMED,9.770448600,0.0900,2.45170,1.8978e+03,0.040133,6.22573,2.23,0.0714,460.0,10.59,31.550000,58.00,3906.00,4.730,0.5090
CONFIRMED,5.169804269,0.3510,2.15300,1.0374e+03,0.029936,3.97487,1.66,0.0467,569.0,24.75,17.770000,41.40,3906.00,4.730,0.5090
CONFIRMED,21.222611950,0.0200,6.50930,3.6600e+02,0.017460,0.68373,2.48,0.1506,771.0,83.56,25.344000,114.90,5945.00,4.213,1.3020
CONFIRMED,20.090170370,0.8860,4.15400,1.4321e+03,0.040437,0.38566,2.25,0.1154,362.0,4.05,20.200000,36.90,3906.00,4.730,0.5090
CONFIRMED,7.113732570,0.3340,2.17640,8.0760e+02,0.025862,5.31573,1.16,0.0551,429.0,8.01,24.230000,44.40,3561.00,4.855,0.4110
CONFIRMED,3.306551643,0.0010,1.81770,5.0920e+02,0.020275,4.94420,0.91,0.0331,554.0,22.19,14.190000,37.80,3561.00,4.855,0.4110
CONFIRMED,15.368457370,0.1150,2.47140,7.5610e+02,0.024710,9.06854,1.11,0.0922,332.0,2.86,48.380000,30.90,3561.00,4.855,0.4110
CONFIRMED,13.810203180,0.7910,3.04800,1.3097e+03,0.036595,1.23716,4.56,0.1131,833.0,113.75,23.200000,46.20,5942.00,4.327,1.1420
CONFIRMED,4.093578461,0.9300,2.58330,5.3860e+02,0.026123,0.17115,2.85,0.0514,1182.0,461.07,5.330000,36.40,6077.00,4.471,0.9990
CONFIRMED,105.145959000,0.9640,8.59300,6.8540e+02,0.031397,0.06931,3.43,0.4471,401.0,6.09,34.300000,15.40,6077.00,4.471,0.9990
CONFIRMED,10.848451800,0.2100,2.99930,1.6756e+03,0.036303,3.54573,2.34,0.0815,499.0,14.66,28.050000,64.50,4201.00,4.682,0.5910
CONFIRMED,6.668332410,0.6440,1.91500,3.6230e+02,0.018246,3.93143,1.18,0.0589,587.0,28.06,21.000000,14.20,4201.00,4.682,0.5910
CONFIRMED,4.082274889,0.0930,3.23015,1.7859e+04,0.121652,1.43467,10.55,0.0479,1016.0,251.48,10.812000,1669.10,5655.00,4.581,0.7940
CANDIDATE,3.886655224,0.6490,3.16460,5.8160e+02,0.023262,0.52154,1.87,0.0451,1010.0,246.29,7.470000,48.10,5662.00,4.610,0.7380
CONFIRMED,42.140608900,0.0450,5.08300,8.9550e+02,0.026274,2.91697,1.85,0.2095,349.0,3.49,64.940000,21.60,4500.00,4.656,0.6460
CONFIRMED,4.617490562,0.6490,2.26180,5.7580e+02,0.023024,1.67234,1.62,0.0480,728.0,66.47,12.350000,28.10,4500.00,4.656,0.6460
CONFIRMED,10.198492550,0.7140,2.42830,6.3410e+02,0.024778,2.39146,1.75,0.0814,559.0,23.11,23.600000,21.40,4500.00,4.656,0.6460
FALSE POSITIVE,5.795063956,0.9490,3.24960,1.6929e+03,0.047975,0.13022,4.33,0.0613,950.0,192.74,6.137000,119.40,5865.00,4.563,0.8270
CONFIRMED,7.156815520,0.4500,2.58820,8.6700e+02,0.026979,2.74384,2.47,0.0675,782.0,88.23,19.510000,47.70,5029.00,4.494,0.8380
CONFIRMED,17.648308510,0.6530,2.08730,7.6330e+02,0.026581,8.12503,2.43,0.1232,579.0,26.49,51.100000,23.80,5029.00,4.494,0.8380
CONFIRMED,4.148107190,0.0930,2.53500,1.7520e+02,0.011755,2.20456,1.08,0.0469,938.0,182.76,12.610000,12.90,5029.00,4.494,0.8380
CONFIRMED,16.514109890,0.3950,4.15750,9.7350e+02,0.028718,1.66311,2.72,0.1199,655.0,43.57,28.840000,55.90,5527.00,4.488,0.8660
CONFIRMED,30.132929800,0.8390,5.17200,1.0158e+03,0.033220,0.40310,3.14,0.1790,536.0,19.55,26.800000,44.80,5527.00,4.488,0.8660
CONFIRMED,4.790908090,0.1100,2.60300,2.5130e+02,0.014349,2.35518,1.36,0.0525,990.0,227.24,14.190000,21.20,5527.00,4.488,0.8660
CONFIRMED,31.719810130,0.1250,4.81900,3.6340e+02,0.017414,2.46140,3.09,0.1975,743.0,71.97,50.780000,63.10,5869.00,4.024,1.6260
CONFIRMED,99.641596200,0.0280,4.44800,9.5250e+02,0.027879,10.35916,2.64,0.3973,360.0,3.97,175.840000,22.70,5527.00,4.488,0.8660
CONFIRMED,4.708326451,0.0610,3.16114,7.9127e+03,0.080242,1.58315,10.60,0.0539,1162.0,431.02,12.288000,633.40,5560.00,4.246,1.2100
FALSE POSITIVE,16.371986610,9.3030,3.84490,4.1476e+03,8.358793,2.90473,540.37,0.1052,438.0,8.71,34.500000,54.50,4187.00,4.656,0.5920
CONFIRMED,5.392026903,0.3140,2.98040,1.1514e+03,0.030649,1.63004,2.68,0.0583,850.0,123.33,13.580000,77.40,5198.00,4.589,0.8010
CANDIDATE,2.494170338,0.0950,1.12210,8.6370e+02,0.026777,15.93621,2.42,0.0351,1194.0,480.19,17.370000,69.20,5569.00,4.566,0.8290
CONFIRMED,6.491682808,0.5350,4.30100,7.1633e+03,0.079893,0.57225,9.66,0.0715,1062.0,301.54,10.840000,502.30,6123.00,4.413,1.1070
FALSE POSITIVE,3.044770796,1.2520,10.01340,1.6950e+03,0.298444,0.00688,24.54,0.0386,1076.0,317.36,1.500000,203.50,5525.00,4.603,0.7530
CONFIRMED,3.855603916,0.3480,3.21790,1.6653e+04,0.119176,1.18411,13.61,0.0505,1212.0,508.65,9.763000,1173.90,6033.00,4.460,1.0460
FALSE POSITIVE,3.855599139,0.8640,3.18300,1.0309e+03,0.033907,0.19331,3.57,0.0493,1158.0,425.74,5.340000,90.10,5936.00,4.501,0.9650
CONFIRMED,38.478766290,0.0030,5.04169,2.3530e+04,0.138123,3.73390,13.26,0.2213,484.0,13.01,66.361400,1077.80,5510.00,4.539,0.8790
FALSE POSITIVE,37.601661282,0.4080,8.30604,5.9130e+04,0.227443,0.85882,27.22,0.2190,606.0,31.86,40.039000,1667.30,6140.00,4.354,1.0960
CONFIRMED,3.314947362,0.7990,1.80070,1.3982e+03,0.038195,1.41650,3.94,0.0433,1155.0,421.03,9.370000,123.50,5609.00,4.481,0.9440
FALSE POSITIVE,6.719690890,0.9850,3.02310,9.6970e+02,0.046245,0.09306,4.37,0.0654,952.0,194.18,6.060000,45.40,5931.00,4.479,0.8660
CONFIRMED,39.643155200,0.0620,6.52920,1.5664e+04,0.111685,1.64307,10.98,0.2150,472.0,11.74,51.489000,690.30,5231.00,4.455,0.9000
FALSE POSITIVE,51.425985780,0.2030,16.94220,6.6068e+04,0.236829,0.16218,29.66,0.2904,549.0,21.40,28.303000,1843.80,6257.00,4.410,1.1470
CONFIRMED,21.804516110,0.7510,3.40970,1.1449e+03,0.033653,1.66656,2.60,0.1406,543.0,20.48,34.700000,49.90,5481.00,4.629,0.7080
CONFIRMED,10.281945930,0.1680,3.43660,1.1107e+03,0.029849,2.24334,2.53,0.0880,680.0,50.60,23.230000,55.00,5196.00,4.593,0.7750
CONFIRMED,18.119930390,0.2060,4.23090,1.5069e+03,0.034825,2.10579,2.95,0.1284,563.0,23.77,33.190000,60.70,5196.00,4.593,0.7750
CONFIRMED,3.784028670,0.6910,1.90120,4.2610e+02,0.020134,1.98179,1.70,0.0452,949.0,191.78,11.450000,25.60,5196.00,4.593,0.7750
CONFIRMED,5.154481420,0.9330,3.22800,6.9750e+02,0.030415,0.11387,2.94,0.0546,964.0,204.10,5.430000,48.10,5431.00,4.457,0.8840
FALSE POSITIVE,33.803643660,0.0230,11.48130,1.3494e+04,0.105539,0.25463,20.70,0.2160,745.0,72.71,24.869000,529.90,5855.00,3.999,1.7960
CONFIRMED,5.743469797,0.0010,3.44120,1.2402e+03,0.032147,1.31116,3.13,0.0625,982.0,219.95,13.174000,79.70,5897.00,4.531,0.8910
CANDIDATE,39.475909300,0.9380,2.96800,1.0126e+03,0.036074,1.08697,4.06,0.2338,577.0,26.13,44.700000,26.60,6225.00,4.450,1.0310
FALSE POSITIVE,19.974485239,0.8860,4.23479,4.0293e+04,0.243941,1.47871,26.56,0.1476,700.0,56.84,31.477000,1398.80,6108.00,4.471,0.9970
CONFIRMED,3.166353562,0.0320,3.31290,1.4734e+03,0.035047,0.82095,3.82,0.0432,1273.0,621.92,7.577500,128.30,6007.00,4.470,0.9980
FALSE POSITIVE,23.899634407,1.2450,3.81881,2.0953e+04,0.436512,1.33386,44.04,0.1620,652.0,42.80,34.280000,547.80,6192.00,4.503,0.9240
CONFIRMED,3.388012244,0.4330,2.68490,2.8010e+02,0.015454,1.15366,2.11,0.0434,1315.0,705.93,8.880000,30.60,5553.00,4.221,1.2500
CONFIRMED,5.839097610,0.3410,3.19150,2.7360e+02,0.015116,1.32836,2.06,0.0624,1097.0,341.48,13.380000,25.20,5553.00,4.221,1.2500
CONFIRMED,1.620467654,0.2710,2.18880,1.5960e+02,0.011493,1.23000,1.57,0.0265,1681.0,1893.42,5.550000,22.70,5553.00,4.221,1.2500
CONFIRMED,10.681695100,0.6460,3.60500,3.0780e+02,0.016847,0.93471,2.30,0.0933,897.0,152.75,17.800000,21.90,5553.00,4.221,1.2500
CONFIRMED,6.104849417,0.0410,4.69120,2.0903e+03,0.040920,0.56409,3.18,0.0583,784.0,89.25,10.358100,293.70,5085.00,4.584,0.7120
CONFIRMED,3.578780566,0.0790,2.91089,1.1382e+04,0.096067,1.60801,10.43,0.0450,1145.0,406.60,10.287300,1838.40,5524.00,4.421,0.9940
FALSE POSITIVE,3.187067566,1.2340,3.11900,1.0374e+03,0.269659,0.03494,23.88,0.0403,1079.0,319.76,2.660000,37.20,5450.00,4.552,0.8110
CONFIRMED,5.826657508,0.0330,2.91830,1.5391e+03,0.035356,2.19595,4.09,0.0622,1013.0,248.57,15.796000,81.10,5561.00,4.362,1.0600
CONFIRMED,12.412163470,0.0210,3.73900,6.1130e+02,0.022270,2.14038,2.58,0.1030,787.0,90.65,25.930000,25.60,5561.00,4.362,1.0600
CONFIRMED,18.746490110,0.5080,3.89500,7.9680e+02,0.026327,1.89670,3.05,0.1355,686.0,52.38,32.800000,26.70,5561.00,4.362,1.0600
CONFIRMED,20.860212290,0.0660,5.19370,1.9105e+03,0.040067,1.40526,5.50,0.1462,781.0,87.76,31.855000,117.00,6035.00,4.220,1.2570
CONFIRMED,42.634278480,0.1420,6.19980,1.7193e+03,0.038058,1.64062,5.22,0.2355,615.0,33.82,54.020000,78.70,6035.00,4.220,1.2570
CONFIRMED,87.647606800,0.1470,8.87100,1.0096e+03,0.029163,1.11917,4.00,0.3807,484.0,12.94,76.880000,37.50,6035.00,4.220,1.2570
CANDIDATE,9.617314260,0.3310,3.86920,2.3400e+02,0.014160,1.23550,1.94,0.0873,1010.0,246.13,18.210000,18.20,6035.00,4.220,1.2570
CONFIRMED,9.467821474,0.0810,2.43270,2.2370e+03,0.042684,6.23401,2.13,0.0691,407.0,6.47,30.913000,124.70,3582.00,4.807,0.4580
CONFIRMED,0.893040969,0.0090,1.09810,7.4170e+02,0.024717,6.20000,1.24,0.0143,893.0,151.14,6.394000,87.80,3582.00,4.807,0.4580
CONFIRMED,4.942783419,0.5660,3.25346,1.1145e+04,0.099444,1.02216,10.62,0.0569,1008.0,244.42,10.970000,2040.70,5514.00,4.459,0.9780
CONFIRMED,20.834267310,0.2560,4.04540,9.8840e+02,0.028495,2.62459,2.74,0.1483,595.0,29.62,39.200000,45.10,5537.00,4.549,0.8800
CONFIRMED,9.946023570,0.0350,3.38620,9.9450e+02,0.028229,2.34688,3.12,0.0864,807.0,100.34,23.070000,51.00,5344.00,4.365,1.0130
CONFIRMED,1.045621950,0.0370,1.89550,2.1300e+02,0.013092,1.38246,1.45,0.0192,1710.0,2031.84,4.307000,25.30,5344.00,4.365,1.0130
CONFIRMED,5.714623960,0.5030,2.33600,2.9780e+02,0.016046,2.60833,1.78,0.0597,971.0,210.16,16.510000,16.70,5344.00,4.365,1.0130
FALSE POSITIVE,102.964195200,0.9220,15.73500,1.8967e+03,0.050162,0.02838,39.00,0.5554,797.0,95.40,25.150000,86.10,5047.00,3.066,7.1190
CONFIRMED,8.145159810,0.9650,5.07300,4.4680e+02,0.025296,0.02385,3.43,0.0760,1050.0,287.91,4.370000,32.20,5896.00,4.197,1.2400
CONFIRMED,18.998527900,1.3000,4.52900,4.3070e+02,0.318792,0.02026,43.17,0.1337,792.0,93.03,7.280000,16.90,5896.00,4.197,1.2400
CONFIRMED,4.244390490,0.9490,3.28200,1.7400e+02,0.015253,0.05258,2.07,0.0492,1305.0,686.99,3.690000,15.10,5896.00,4.197,1.2400
CANDIDATE,90.124050700,0.6980,11.64900,3.0203e+03,0.053684,0.23661,7.12,0.4270,485.0,13.09,46.700000,57.90,6520.00,4.375,1.2150
CONFIRMED,28.574269200,0.0680,4.94270,8.2490e+02,0.026109,2.14286,2.32,0.1681,538.0,19.83,45.220000,97.10,5551.00,4.508,0.8120
CANDIDATE,856.672115000,0.1158,23.14400,8.5810e+02,0.027062,0.61949,3.87,1.8045,242.0,0.81,288.600000,39.20,6449.00,4.232,1.3090
CANDIDATE,0.689210173,0.1540,1.61690,1.9500e+02,0.012649,1.45015,1.32,0.0156,1943.0,3362.71,3.315000,93.40,5630.00,4.505,0.9540
CONFIRMED,7.343739640,0.1850,1.17840,5.7440e+02,0.022075,38.44106,1.84,0.0697,839.0,117.50,47.850000,32.20,5757.00,4.597,0.7620
